Game,Country,Number of Users,Average Rating
Forbidden Desert,Iceland,1,7.5
Forbidden Desert,India,2,8
Forbidden Desert,Indonesia,1,8
Forbidden Desert,Ireland,4,7.63
Forbidden Desert,Israel,5,7.63
Forbidden Desert,Italy,8,7
Forbidden Desert,Japan,5,5.6
Forbidden Desert,Latvia,2,7.5
Forbidden Desert,Lithuania,4,7.75
Forbidden Desert,Malaysia,1,7
Forbidden Desert,Mexico,12,7.8
Forbidden Desert,Netherlands,15,7.46
Forbidden Desert,New Zealand,8,6.69
Forbidden Desert,Norway,6,7.25
Forbidden Desert,Peru,1,6
Forbidden Desert,Philippines,2,5.75
Forbidden Desert,Poland,7,8.36
Forbidden Desert,Portugal,4,7.23
Forbidden Desert,Qatar,1,8
Forbidden Desert,Romania,7,8.26
Forbidden Desert,Russia,2,6.13
Forbidden Desert,Republic of Serbia,2,7.25
Forbidden Desert,Slovakia,1,10
Forbidden Desert,Slovenia,3,9
Forbidden Desert,South Africa,4,8.13
Forbidden Desert,South Korea,8,7.25
Forbidden Desert,Spain,35,6.99
Forbidden Desert,Sri Lanka,1,7
Forbidden Desert,Sweden,10,7.65
Forbidden Desert,Switzerland,2,7.5
Forbidden Desert,Taiwan,7,8.81
Forbidden Desert,Thailand,4,6.88
Forbidden Desert,Ukraine,2,7.6
Forbidden Desert,USA,648,7.54
Forbidden Desert,Uruguay,1,7.5
Forbidden Desert,Vietnam,2,5.88
Forbidden Island,Argentina,18,7.1
Forbidden Island,Australia,67,7.11
Forbidden Island,Austria,6,7
Forbidden Island,Belarus,3,6.67
Forbidden Island,Belgium,24,7.67
Forbidden Island,Bolivia,1,7
Forbidden Island,Brazil,40,7.52
Forbidden Island,Bulgaria,3,7.5
Forbidden Island,Canada,159,7.24
Forbidden Island,Chile,15,6.79
Forbidden Island,China,8,6.73
Forbidden Island,Colombia,4,7.25
Forbidden Island,Costa Rica,2,7.5
Forbidden Island,Czech Republic,5,6.9
Forbidden Island,Denmark,9,6.51
Forbidden Island,England,12,6.92
Forbidden Island,Estonia,3,7.67
Forbidden Island,Finland,18,6.94
Forbidden Island,France,15,7.23
Forbidden Island,Germany,75,6.89
Forbidden Island,Greece,26,7.25
Forbidden Island,Hungary,6,7
Forbidden Island,India,3,7.33
Forbidden Island,Indonesia,1,6
Forbidden Island,Ireland,9,7.17
Forbidden Island,Israel,9,6.7
Forbidden Island,Italy,21,6.59
Forbidden Island,Japan,18,6.87
Forbidden Island,Latvia,3,7.33
Forbidden Island,Lithuania,1,8
Forbidden Island,Luxembourg,2,7
Forbidden Island,Malaysia,4,8.13
Forbidden Island,Mexico,13,7.54
Forbidden Island,Netherlands,31,7.26
Forbidden Island,New Zealand,11,6.96
Forbidden Island,Norway,8,6.81
Forbidden Island,Peru,1,7
Forbidden Island,Philippines,5,7
Forbidden Island,Poland,35,7.21
Forbidden Island,Portugal,17,7.02
Forbidden Island,Qatar,1,8
Forbidden Island,Romania,4,9
Forbidden Island,Russia,14,6.51
Forbidden Island,Republic of Serbia,2,6
Forbidden Island,Slovakia,2,8.5
Forbidden Island,Slovenia,3,8.67
Forbidden Island,South Africa,5,7.6
Forbidden Island,South Korea,8,7.5
Forbidden Island,Spain,120,6.96
Forbidden Island,Sweden,22,7.1
Forbidden Island,Switzerland,6,7.08
Forbidden Island,Taiwan,12,7.28
Forbidden Island,Thailand,9,7.16
Forbidden Island,Trinidad and Tobago,1,7
Forbidden Island,Uganda,1,7.5
Forbidden Island,Ukraine,6,7.22
Forbidden Island,USA,1325,7.23
Forbidden Island,Uruguay,4,7.63
Forbidden Island,Venezuela,1,7
Formula D,Argentina,8,7.14
Formula D,Australia,29,7.06
Formula D,Austria,7,7.86
Formula D,Belgium,18,7.67
Formula D,Bolivia,1,10
Formula D,Brazil,25,7.82
Formula D,Canada,80,7.48
Formula D,Chile,3,6.83
Formula D,China,5,6.74
Formula D,Colombia,1,8
Formula D,Croatia,1,5.8
Formula D,Czech Republic,4,6.5
Formula D,Denmark,5,6.6
Formula D,England,4,7.4
Formula D,Estonia,5,7.24
Formula D,Finland,8,7.63
Formula D,France,8,7.43
Formula D,Germany,42,7.27
Formula D,Greece,16,7.29
Formula D,Hungary,2,7
Formula D,Iceland,1,7
Formula D,Indonesia,1,7.5
Formula D,Ireland,4,7.25
Formula D,Israel,1,6
Formula D,Italy,23,7.46
Formula D,Japan,6,7.33
Formula D,Latvia,1,7
Formula D,Lebanon,1,7
Formula D,Lithuania,4,7.75
Formula D,Macedonia,1,9
Formula D,Malaysia,5,6.3
Formula D,Mexico,6,8
Formula D,Netherlands,13,7.42
Formula D,New Zealand,8,7.14
Formula D,Norway,7,7.64
Formula D,Peru,2,7
Formula D,Philippines,3,4.67
Formula D,Poland,8,6.81
Formula D,Portugal,7,6.99
Formula D,Qatar,2,6.5
Formula D,Romania,5,7.36
Formula D,Russia,5,7.6
Formula D,Republic of Serbia,1,7
Formula D,South Africa,2,6.5
Formula D,South Korea,7,6.43
Formula D,Spain,80,7.62
Formula D,Sweden,16,7.24
Formula D,Switzerland,3,5.33
Formula D,Taiwan,1,6
Formula D,Thailand,3,8.67
Formula D,Ukraine,1,8
Formula D,USA,478,7.4
Formula D,Uruguay,2,8
Formula D,Venezuela,1,9
Formula Dé,Australia,16,7.09
Formula Dé,Austria,4,7
Formula Dé,Belgium,16,7.63
Formula Dé,Brazil,9,7.21
Formula Dé,Canada,66,7.18
Formula Dé,Czech Republic,5,7.9
Formula Dé,Denmark,9,6.67
Formula Dé,England,9,6.89
Formula Dé,Finland,10,6.7
Formula Dé,France,13,7.46
Formula Dé,Germany,55,7.56
Formula Dé,Greece,14,7.58
Formula Dé,Hungary,3,8.17
Formula Dé,Ireland,2,7
Formula Dé,Italy,52,7.3
Formula Dé,Japan,9,6
Formula Dé,Mongolia,1,7
Formula Dé,Netherlands,18,7.48
Formula Dé,New Zealand,9,7.24
Formula Dé,Norway,12,6.67
Formula Dé,Poland,2,8.5
Formula Dé,Portugal,5,7.1
Formula Dé,Qatar,1,7.2
Formula Dé,Russia,1,9
Formula Dé,Republic of Serbia,1,8
Formula Dé,South Africa,1,7
Formula Dé,South Korea,14,7.29
Formula Dé,Spain,42,7.86
Formula Dé,Sweden,27,6.77
Formula Dé,Switzerland,3,7.67
Formula Dé,Taiwan,2,7
Formula Dé,USA,527,7.22
Formula Dé,Venezuela,1,8
Galaxy Trucker,Albania,1,5.5
Galaxy Trucker,Argentina,4,7.25
Galaxy Trucker,Australia,49,7.78
Galaxy Trucker,Austria,8,8.5
Galaxy Trucker,Belgium,15,7.35
Galaxy Trucker,Bolivia,2,8.75
Galaxy Trucker,Brazil,30,8.67
Galaxy Trucker,Canada,167,7.73
Galaxy Trucker,Chile,5,6.3
Galaxy Trucker,China,13,7.93
Galaxy Trucker,Colombia,4,8.38
Galaxy Trucker,Croatia,2,9
Galaxy Trucker,Czech Republic,19,8.16
Galaxy Trucker,Denmark,11,7.16
Galaxy Trucker,England,8,8.06
Galaxy Trucker,Estonia,3,6.67
Galaxy Trucker,Finland,23,8.26
Galaxy Trucker,France,17,7.99
Galaxy Trucker,Germany,121,8.15
Galaxy Trucker,Greece,19,8.26
Galaxy Trucker,Guatemala,1,7
Galaxy Trucker,Hungary,7,7.57
Galaxy Trucker,India,1,7.5
Galaxy Trucker,Indonesia,4,7.88
Galaxy Trucker,Iran,1,3
Galaxy Trucker,Ireland,7,7.21
Galaxy Trucker,Israel,5,8
Galaxy Trucker,Italy,28,7.89
Galaxy Trucker,Japan,18,7.06
Galaxy Trucker,Latvia,4,6.25
Galaxy Trucker,Lithuania,6,8.17
Galaxy Trucker,Luxembourg,1,8
Galaxy Trucker,Malaysia,3,8.33
Galaxy Trucker,Mexico,4,7.7
Galaxy Trucker,Moldova,1,6
Galaxy Trucker,Netherlands,24,7.7
Galaxy Trucker,New Zealand,16,7.2
Galaxy Trucker,Norway,9,7.96
Galaxy Trucker,Philippines,2,6.5
Galaxy Trucker,Poland,62,7.48
Galaxy Trucker,Portugal,7,8.7
Galaxy Trucker,Qatar,1,6.8
Galaxy Trucker,Romania,4,8.23
Galaxy Trucker,Russia,13,7.85
Galaxy Trucker,Republic of Serbia,2,8.2
Galaxy Trucker,Slovakia,1,10
Galaxy Trucker,Slovenia,1,10
Galaxy Trucker,South Africa,2,7.25
Galaxy Trucker,South Korea,17,7.11
Galaxy Trucker,Spain,84,7.85
Galaxy Trucker,Sweden,25,7.44
Galaxy Trucker,Switzerland,5,7.9
Galaxy Trucker,Taiwan,16,7.82
Galaxy Trucker,Thailand,2,8
Galaxy Trucker,Turkey,1,6
Galaxy Trucker,Ukraine,3,8.5
Galaxy Trucker,USA,769,7.57
Galaxy Trucker,Vietnam,3,8.4
Go,Argentina,7,8.71
Go,Australia,21,7.42
Go,Austria,6,5.83
Go,Belgium,10,9
Go,Brazil,15,8.92
Go,Bulgaria,2,7
Go,Canada,101,7.85
Go,Chile,6,9.03
Go,China,23,9.25
Go,Colombia,2,7.5
Go,Croatia,4,9.25
Go,Czech Republic,9,7.11
Go,Denmark,5,4.4
Go,England,6,7.5
Go,Finland,24,8
Go,France,9,8.2
Go,Germany,50,7.7
Go,Greece,6,8.33
Go,Guatemala,1,10
Go,Hungary,8,8.13
Go,India,2,7.4
Go,Indonesia,1,8
Go,Ireland,3,7.33
Go,Israel,3,7.33
Go,Italy,32,8.17
Go,Japan,12,7.25
Go,Latvia,2,5.5
Go,Lithuania,4,9
Go,Malaysia,3,8.26
Go,Mexico,4,7.63
Go,Netherlands,18,8.24
Go,New Zealand,7,8
Go,Norway,12,7.02
Go,Peru,1,8
Go,Poland,25,8.32
Go,Portugal,2,7.45
Go,Romania,2,9.5
Go,Russia,10,7.35
Go,Republic of Serbia,4,7
Go,Slovenia,1,10
Go,South Africa,2,7.5
Go,South Korea,14,7.54
Go,Spain,46,7.69
Go,Sweden,23,7.39
Go,Switzerland,4,8.63
Go,Taiwan,10,8.85
Go,Thailand,6,8
Go,Turkey,1,9
Go,USA,618,7.61
Go,Venezuela,2,6.5
Goa,Australia,26,7.93
Goa,Austria,11,8.73
Goa,Belgium,27,7.93
Goa,Brazil,17,8.44
Goa,Canada,89,8.16
Goa,Chile,6,8.07
Goa,China,9,8.03
Goa,Colombia,2,7.75
Goa,Croatia,1,9
Goa,Czech Republic,7,7.71
Goa,Denmark,5,6.4
Goa,England,5,7.6
Goa,Estonia,1,10
Goa,Finland,13,7.65
Goa,France,17,8.1
Goa,Germany,95,8.13
Goa,Greece,12,7.83
Goa,Hungary,6,8
Goa,Iceland,1,8.5
Goa,India,4,8.13
Goa,Ireland,1,7
Goa,Israel,4,8.88
Goa,Italy,30,7.92
Goa,Japan,10,6.25
Goa,Lithuania,1,8
Goa,Luxembourg,1,8.8
Goa,Malaysia,2,7.5
Goa,Mexico,1,7.4
Goa,Netherlands,18,7.81
Goa,New Zealand,8,7.53
Goa,Norway,10,8.48
Goa,Philippines,1,2
Goa,Poland,32,8.44
Goa,Portugal,5,7.6
Goa,Romania,2,9.05
Goa,Slovenia,2,9.5
Goa,South Africa,1,7
Goa,South Korea,21,7.81
Goa,Spain,49,8.11
Goa,Sweden,20,8.13
Goa,Switzerland,4,8.5
Goa,Taiwan,13,8.15
Goa,Thailand,1,8
Goa,Ukraine,1,5
Goa,USA,456,7.66
Goa,Uruguay,1,9
Goa,Venezuela,2,10
Guillotine,Argentina,4,6.38
Guillotine,Australia,40,6.81
Guillotine,Austria,2,6.5
Guillotine,Belgium,18,7.24
Guillotine,Brazil,19,7.49
Guillotine,Canada,134,6.93
Guillotine,Chile,5,6.52
Guillotine,China,4,5.5
Guillotine,Colombia,1,6.5
Guillotine,Denmark,10,6.08
Guillotine,England,4,7.25
Guillotine,Estonia,3,6.67
Guillotine,Finland,29,6.39
Guillotine,France,9,6.39
Guillotine,Germany,55,7.16
Guillotine,Greece,26,7.34
Guillotine,Hungary,2,6.5
Guillotine,Ireland,1,5
Guillotine,Israel,6,6.25
Guillotine,Italy,23,6.9
Guillotine,Japan,5,5.6
Guillotine,Latvia,1,6.75
Guillotine,Lithuania,1,7.5
Guillotine,Malaysia,2,7.25
Guillotine,Mexico,3,6.17
Guillotine,Netherlands,25,7
Guillotine,New Zealand,5,7.2
Guillotine,Norway,15,6.97
Guillotine,Philippines,1,7.5
Guillotine,Poland,15,6.6
Guillotine,Portugal,10,6.51
Guillotine,Russia,2,7
Guillotine,Republic of Serbia,4,6.25
Guillotine,South Korea,7,6.29
Guillotine,Spain,34,6.74
Guillotine,Sweden,22,6.68
Guillotine,Switzerland,3,6.5
Guillotine,Taiwan,7,7.11
Guillotine,Thailand,3,8.33
Guillotine,Ukraine,2,6.5
Guillotine,USA,1080,6.91
Guillotine,Venezuela,1,9
Hanabi,Argentina,14,7.62
Hanabi,Australia,56,7.61
Hanabi,Austria,10,7.7
Hanabi,Belarus,1,6
Hanabi,Belgium,15,7.62
Hanabi,Brazil,44,7.69
Hanabi,Bulgaria,4,8
Hanabi,Canada,136,7.3
Hanabi,Chile,11,8.17
Hanabi,China,14,7.79
Hanabi,Colombia,6,6.92
Hanabi,Croatia,5,7.48
Hanabi,Czech Republic,7,8
Hanabi,Denmark,7,6.86
Hanabi,England,9,7.41
Hanabi,Estonia,2,7.75
Hanabi,Finland,15,7.62
Hanabi,France,25,7.7
Hanabi,Germany,122,7.31
Hanabi,Greece,20,7.76
Hanabi,Guatemala,1,8
Hanabi,Hungary,15,7.23
Hanabi,Iceland,1,6
Hanabi,India,4,7.38
Hanabi,Indonesia,2,9
Hanabi,Ireland,3,8.5
Hanabi,Israel,10,7.74
Hanabi,Italy,32,7.45
Hanabi,Japan,24,7
Hanabi,Latvia,5,7.45
Hanabi,Lithuania,9,6.5
Hanabi,Luxembourg,3,6.67
Hanabi,Malaysia,2,8
Hanabi,Mexico,13,8.41
Hanabi,Moldova,2,10
Hanabi,Netherlands,17,7.42
Hanabi,New Zealand,14,7.67
Hanabi,Norway,7,6.71
Hanabi,Peru,2,7
Hanabi,Philippines,6,6.67
Hanabi,Poland,32,7.05
Hanabi,Portugal,15,7.27
Hanabi,Qatar,1,5.8
Hanabi,Romania,11,7.07
Hanabi,Russia,9,7.44
Hanabi,Saudi Arabia,2,5.5
Hanabi,Republic of Serbia,5,8.2
Hanabi,Slovakia,1,5
Hanabi,Slovenia,4,8
Hanabi,South Africa,1,9
Hanabi,South Korea,20,6.91
Hanabi,Spain,90,7.34
Hanabi,Sri Lanka,1,7
Hanabi,Sweden,25,7.08
Hanabi,Switzerland,12,7.48
Hanabi,Taiwan,18,7.85
Hanabi,Thailand,7,7.64
Hanabi,Turkey,1,7
Hanabi,Ukraine,1,7
Hanabi,USA,735,7.5
Hanabi,Uruguay,1,8
Hanabi,Venezuela,2,7.5
Hanabi,Vietnam,2,7.38
Hanabi,Zambia,1,4
"Hey, That's My Fish!",Argentina,4,7.13
"Hey, That's My Fish!",Australia,57,6.87
"Hey, That's My Fish!",Austria,2,6.5
"Hey, That's My Fish!",Belarus,1,7
"Hey, That's My Fish!",Belgium,19,7.14
"Hey, That's My Fish!",Bolivia,1,10
"Hey, That's My Fish!",Brazil,26,7.31
"Hey, That's My Fish!",Brunei,1,8
"Hey, That's My Fish!",Canada,113,6.86
"Hey, That's My Fish!",Chile,10,7.39
"Hey, That's My Fish!",China,6,6.83
"Hey, That's My Fish!",Colombia,2,6.5
"Hey, That's My Fish!",Croatia,3,8
"Hey, That's My Fish!",Czech Republic,5,6
"Hey, That's My Fish!",Denmark,10,6.4
"Hey, That's My Fish!",England,11,7.14
"Hey, That's My Fish!",Estonia,6,6.58
"Hey, That's My Fish!",Finland,19,6.95
"Hey, That's My Fish!",France,18,7.81
"Hey, That's My Fish!",Germany,60,7.06
"Hey, That's My Fish!",Greece,16,7.1
"Hey, That's My Fish!",Hungary,8,7.2
"Hey, That's My Fish!",Iceland,2,7.5
"Hey, That's My Fish!",India,5,7.2
"Hey, That's My Fish!",Indonesia,2,6.15
"Hey, That's My Fish!",Ireland,8,7.25
"Hey, That's My Fish!",Israel,5,6.62
"Hey, That's My Fish!",Italy,15,7.41
"Hey, That's My Fish!",Japan,29,6.92
"Hey, That's My Fish!",Latvia,3,6.83
"Hey, That's My Fish!",Lithuania,1,8
"Hey, That's My Fish!",Luxembourg,1,6
"Hey, That's My Fish!",Malaysia,5,7.4
"Hey, That's My Fish!",Mexico,6,7.08
"Hey, That's My Fish!",Moldova,1,10
"Hey, That's My Fish!",Netherlands,27,7.14
"Hey, That's My Fish!",New Zealand,11,6.96
"Hey, That's My Fish!",Norway,14,6.86
"Hey, That's My Fish!",Peru,1,7
"Hey, That's My Fish!",Philippines,3,7.33
"Hey, That's My Fish!",Poland,48,6.62
"Hey, That's My Fish!",Portugal,9,6.91
"Hey, That's My Fish!",Qatar,1,6
"Hey, That's My Fish!",Romania,6,8.23
"Hey, That's My Fish!",Russia,14,6.36
"Hey, That's My Fish!",Republic of Serbia,2,8
"Hey, That's My Fish!",Slovakia,1,5
"Hey, That's My Fish!",Slovenia,2,7.5
"Hey, That's My Fish!",South Africa,2,7.75
"Hey, That's My Fish!",South Korea,11,7.14
"Hey, That's My Fish!",Spain,76,6.98
"Hey, That's My Fish!",Sweden,21,6.43
"Hey, That's My Fish!",Switzerland,4,6.13
"Hey, That's My Fish!",Taiwan,9,6.89
"Hey, That's My Fish!",Thailand,5,6.62
"Hey, That's My Fish!",Turkey,1,7
"Hey, That's My Fish!",Ukraine,3,7.33
"Hey, That's My Fish!",USA,662,6.99
"Hey, That's My Fish!",Uruguay,1,7.5
"Hey, That's My Fish!",Vietnam,2,7
Hive,Argentina,13,7.8
Hive,Australia,53,7.3
Hive,Austria,9,6.5
Hive,The Bahamas,1,9
Hive,Belarus,1,8
Hive,Belgium,21,7.66
Hive,Brazil,37,8.01
Hive,Bulgaria,2,7.5
Hive,Canada,155,7.45
Hive,Chile,7,7.63
Hive,China,17,7.43
Hive,Colombia,3,8.5
Hive,Croatia,3,9
Hive,Czech Republic,5,8
Hive,Denmark,9,6.2
Hive,England,11,7.55
Hive,Estonia,4,7.25
Hive,Finland,12,6.5
Hive,France,9,8.19
Hive,Germany,82,7.53
Hive,Greece,22,7.95
Hive,Hungary,14,7.54
Hive,India,4,8
Hive,Indonesia,2,8
Hive,Iran,2,8.5
Hive,Ireland,7,7.71
Hive,Israel,9,7.28
Hive,Italy,32,7.76
Hive,Japan,6,5.67
Hive,Latvia,5,7.62
Hive,Lithuania,2,7
Hive,Luxembourg,3,7.33
Hive,Malaysia,4,8.7
Hive,Mexico,5,7.94
Hive,Netherlands,29,7.19
Hive,New Zealand,10,6.99
Hive,Norway,8,6.78
Hive,Peru,1,7.5
Hive,Philippines,5,6.3
Hive,Poland,70,7.46
Hive,Portugal,18,7.81
Hive,Qatar,1,6.2
Hive,Romania,4,7.68
Hive,Russia,10,7.63
Hive,Republic of Serbia,3,7.87
Hive,Slovakia,3,8
Hive,Slovenia,2,9.5
Hive,South Africa,4,7.25
Hive,South Korea,10,7.25
Hive,Spain,111,7.65
Hive,Sweden,18,7.36
Hive,Switzerland,7,8.29
Hive,Taiwan,16,7.49
Hive,Thailand,4,6.38
Hive,Uganda,1,6
Hive,Ukraine,4,8.75
Hive,USA,854,7.49
Hive,Uruguay,1,8
Hive,Vietnam,1,5.25
Ingenious,Argentina,3,7.33
Ingenious,Australia,28,7.46
Ingenious,Austria,12,6.38
Ingenious,Belarus,1,9.5
Ingenious,Belgium,17,7.61
Ingenious,Brazil,30,7.96
Ingenious,Bulgaria,1,7
Ingenious,Canada,88,7.57
Ingenious,Chile,12,8.17
Ingenious,China,11,7.5
Ingenious,Colombia,1,10
Ingenious,Croatia,5,8.88
Ingenious,Czech Republic,7,8.21
Ingenious,Denmark,5,7
Ingenious,England,8,7.88
Ingenious,Estonia,2,9
Ingenious,Finland,25,7.57
Ingenious,France,13,7.69
Ingenious,Germany,112,7.58
Ingenious,Greece,21,7.79
Ingenious,Guatemala,1,7
Ingenious,Hungary,8,7.68
Ingenious,India,1,8
Ingenious,Indonesia,2,5
Ingenious,Ireland,4,7.75
Ingenious,Israel,3,8.4
Ingenious,Italy,19,7.59
Ingenious,Japan,17,7.46
Ingenious,Latvia,8,7.38
Ingenious,Lithuania,1,7
Ingenious,Luxembourg,2,7.4
Ingenious,Malaysia,3,6.83
Ingenious,Mexico,5,7.3
Ingenious,Moldova,2,9.5
Ingenious,Netherlands,30,7.62
Ingenious,New Zealand,10,7.16
Ingenious,Norway,14,7.18
Ingenious,Peru,1,7
Ingenious,Philippines,3,7.33
Ingenious,Poland,44,7.82
Ingenious,Portugal,12,7.42
Ingenious,Qatar,1,6.8
Ingenious,Romania,4,8.63
Ingenious,Russia,7,7
Ingenious,Saudi Arabia,1,8
Ingenious,Republic of Serbia,1,6
Ingenious,Slovenia,5,8.6
Ingenious,South Africa,3,7.33
Ingenious,South Korea,18,7.61
Ingenious,Spain,66,7.72
Ingenious,Sweden,17,7.5
Ingenious,Switzerland,4,8.25
Ingenious,Taiwan,11,7.86
Ingenious,Thailand,4,8.25
Ingenious,Ukraine,1,8
Ingenious,USA,705,7.52
Istanbul,Argentina,9,8.66
Istanbul,Australia,24,8.04
Istanbul,Austria,9,8.33
Istanbul,Belarus,1,7
Istanbul,Belgium,19,7.95
Istanbul,Brazil,35,8.17
Istanbul,Bulgaria,2,8.25
Istanbul,Canada,63,7.94
Istanbul,Chile,5,7.96
Istanbul,China,14,8.03
Istanbul,Colombia,1,9
Istanbul,Croatia,3,8.17
Istanbul,Czech Republic,6,7.67
Istanbul,Denmark,6,7.87
Istanbul,England,7,7.25
Istanbul,Estonia,2,8.5
Istanbul,Finland,8,8.1
Istanbul,France,9,7.99
Istanbul,Germany,105,7.85
Istanbul,Greece,14,8.44
Istanbul,Guatemala,1,8
Istanbul,Hungary,6,6.88
Istanbul,Iceland,1,9
Istanbul,India,5,8.7
Istanbul,Indonesia,1,8.5
Istanbul,Iran,1,8
Istanbul,Ireland,4,8.13
Istanbul,Israel,6,8.22
Istanbul,Italy,29,7.76
Istanbul,Japan,21,8.16
Istanbul,Latvia,4,8.56
Istanbul,Lithuania,4,7.25
Istanbul,Luxembourg,1,7
Istanbul,Malaysia,3,8
Istanbul,Mexico,6,7.96
Istanbul,Netherlands,34,8.01
Istanbul,New Zealand,7,7.5
Istanbul,Norway,7,7.86
Istanbul,Peru,1,6
Istanbul,Philippines,6,9.08
Istanbul,Poland,25,7.88
Istanbul,Portugal,9,8.77
Istanbul,Qatar,1,3.4
Istanbul,Romania,8,8.88
Istanbul,Russia,7,8.07
Istanbul,Saudi Arabia,1,9
Istanbul,Republic of Serbia,4,8.5
Istanbul,Slovakia,2,8.5
Istanbul,Slovenia,2,8.5
Istanbul,South Africa,2,8.5
Istanbul,South Korea,8,8
Istanbul,Spain,40,7.63
Istanbul,Sweden,12,7.46
Istanbul,Switzerland,12,7.92
Istanbul,Taiwan,14,8.01
Istanbul,Thailand,7,8.46
Istanbul,Turkey,4,8.63
Istanbul,Ukraine,2,9.5
Istanbul,USA,408,7.94
Istanbul,Venezuela,1,9
Istanbul,Vietnam,2,7.5
Jaipur,Argentina,13,8.38
Jaipur,Australia,43,7.95
Jaipur,Austria,6,7.08
Jaipur,Belgium,11,8.08
Jaipur,Bolivia,1,8
Jaipur,Brazil,35,8.18
Jaipur,Brunei,1,8
Jaipur,Bulgaria,6,8.08
Jaipur,Canada,131,7.79
Jaipur,Chile,8,7.44
Jaipur,China,14,7.94
Jaipur,Colombia,2,7
Jaipur,Croatia,2,7.75
Jaipur,Czech Republic,4,7.75
Jaipur,Denmark,8,6.96
Jaipur,England,12,7.67
Jaipur,Estonia,2,7.6
Jaipur,Finland,16,7.35
Jaipur,France,29,8.04
Jaipur,Germany,54,7.45
Jaipur,Greece,21,7.94
Jaipur,Hungary,11,8.07
Jaipur,Iceland,1,8
Jaipur,India,4,9.63
Jaipur,Indonesia,2,7.75
Jaipur,Iran,1,10
Jaipur,Ireland,5,6.9
Jaipur,Israel,9,7.64
Jaipur,Italy,20,7.93
Jaipur,Japan,30,7.35
Jaipur,Latvia,3,8.42
Jaipur,Lithuania,2,9
Jaipur,Malaysia,6,8.4
Jaipur,Mexico,8,8.22
Jaipur,Moldova,1,9
Jaipur,Netherlands,19,7.55
Jaipur,New Zealand,9,7.27
Jaipur,Norway,8,7.43
Jaipur,Peru,2,8
Jaipur,Philippines,2,9
Jaipur,Poland,42,7.82
Jaipur,Portugal,14,7.83
Jaipur,Romania,7,8.29
Jaipur,Russia,15,7.7
Jaipur,Saudi Arabia,2,7.5
Jaipur,Republic of Serbia,4,7.38
Jaipur,Slovakia,2,7
Jaipur,Slovenia,3,8.67
Jaipur,South Africa,3,8
Jaipur,South Korea,10,7.95
Jaipur,Spain,106,7.49
Jaipur,Sweden,15,7.7
Jaipur,Switzerland,8,7.81
Jaipur,Taiwan,10,8.19
Jaipur,Thailand,8,7.19
Jaipur,Turkey,2,7.75
Jaipur,Uganda,1,7.5
Jaipur,Ukraine,8,7.68
Jaipur,USA,607,7.82
Jaipur,Uruguay,1,9
Jaipur,Venezuela,1,4
Jaipur,Vietnam,2,7.5
Jenga,Argentina,4,6.5
Jenga,Australia,24,5.98
Jenga,Austria,5,5
Jenga,Belarus,1,5
Jenga,Belgium,11,5.64
Jenga,Brazil,27,6.62
Jenga,Bulgaria,2,5.5
Jenga,Canada,59,5.53
Jenga,Chile,2,6
Jenga,China,3,5.67
Jenga,Croatia,4,5.5
Jenga,Czech Republic,5,6.1
Jenga,Denmark,2,7.5
Jenga,England,1,5
Jenga,Estonia,7,5.71
Jenga,Finland,10,5.67
Jenga,France,4,6.75
Jenga,Germany,58,6.12
Jenga,Greece,9,6.17
Jenga,Guatemala,1,6
Jenga,Hungary,6,6.25
Jenga,India,1,7
Jenga,Indonesia,1,7
Jenga,Ireland,2,6.5
Jenga,Israel,1,5
Jenga,Italy,22,6.75
Jenga,Japan,5,5.8
Jenga,Latvia,1,6
Jenga,Lithuania,4,6
Jenga,Malaysia,2,4.5
Jenga,Mexico,9,6.68
Jenga,Moldova,1,7
Jenga,Netherlands,17,6.21
Jenga,New Zealand,6,5.31
Jenga,Norway,5,5.4
Jenga,Peru,1,6
Jenga,Philippines,3,7
Jenga,Poland,38,6.31
Jenga,Portugal,5,6.12
Jenga,Romania,10,7.2
Jenga,Russia,13,5.83
Jenga,Slovakia,1,7
Jenga,Slovenia,2,5.5
Jenga,South Africa,3,4.67
Jenga,South Korea,18,5.26
Jenga,Spain,33,6.28
Jenga,Sri Lanka,1,7
Jenga,Sweden,10,5.7
Jenga,Switzerland,5,7.1
Jenga,Taiwan,2,5.5
Jenga,Turkey,1,5
Jenga,Ukraine,3,5.33
Jenga,USA,514,5.46
Jenga,Venezuela,1,6
Jenga,Vietnam,1,4
King of Tokyo,Argentina,20,7.85
King of Tokyo,Australia,80,7.54
King of Tokyo,Austria,8,7.75
King of Tokyo,Belarus,1,5
King of Tokyo,Belgium,33,7.72
King of Tokyo,Bolivia,2,8.5
King of Tokyo,Brazil,57,8.05
King of Tokyo,Bulgaria,9,7.5
King of Tokyo,Canada,251,7.81
King of Tokyo,Chile,12,7.05
King of Tokyo,China,10,6.32
King of Tokyo,Colombia,7,7.71
King of Tokyo,Costa Rica,3,8.33
King of Tokyo,Croatia,3,8
King of Tokyo,Czech Republic,8,7.63
King of Tokyo,Denmark,12,7.43
King of Tokyo,England,7,7.07
King of Tokyo,Estonia,1,9
King of Tokyo,Finland,16,7.65
King of Tokyo,France,34,7.53
King of Tokyo,Germany,108,7.6
King of Tokyo,Greece,24,7.89
King of Tokyo,Guatemala,2,7.75
King of Tokyo,Hungary,8,8.25
King of Tokyo,Iceland,3,8
